,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2013-05-21,20111.609375,-0.9998,0.14,0.769,0.091,20227.169921875,20308.0390625,20072.6796875,15600.0
2013-05-22,20062.240234375,-0.9998,0.134,0.788,0.078,20150.689453125,20220.349609375,20000.859375,7600.0
2013-05-23,19674.330078125,-0.9998,0.138,0.771,0.091,19971.369140625,20027.560546875,19634.7890625,15600.0
2013-05-24,19704.330078125,-0.9999,0.144,0.781,0.075,19765.3203125,19833.140625,19568.490234375,11000.0
2013-05-27,20030.76953125,-0.9997,0.134,0.781,0.085,19750.669921875,20083.470703125,19678.310546875,8200.0
2013-05-28,20160.8203125,-0.9997,0.136,0.768,0.096,20056.279296875,20209.8203125,19963.23046875,8600.0
2013-05-29,20147.640625,-0.9996,0.131,0.77,0.099,20202.509765625,20216.490234375,20044.740234375,8000.0
2013-05-30,20215.400390625,-0.9999,0.143,0.774,0.084,20066.939453125,20254.029296875,20066.140625,9600.0
2013-05-31,19760.30078125,-0.9989,0.093,0.842,0.065,20186.669921875,20191.2890625,19730.55078125,9400.0
2013-06-03,19610.48046875,-0.9995,0.118,0.798,0.084,19859.220703125,19860.189453125,19541.970703125,7400.0
2013-06-04,19545.779296875,-0.9636,0.092,0.825,0.084,19605.6796875,19742.69921875,19522.470703125,6000.0
2013-06-05,19568.220703125,-0.9972,0.114,0.787,0.099,19532.419921875,19604.4296875,19441.349609375,5600.0
2013-06-06,19519.490234375,-0.9994,0.123,0.781,0.096,19503.6796875,19635.369140625,19395.3203125,6600.0
2013-06-07,19429.23046875,-0.9971,0.085,0.848,0.067,19522.310546875,19711.55078125,19397.509765625,7000.0
2013-06-10,19441.0703125,-0.9995,0.142,0.746,0.112,19530.349609375,19585.75,19366.8203125,6400.0
2013-06-11,19143.0,-0.9999,0.129,0.796,0.075,19382.220703125,19418.740234375,19121.1796875,14200.0
2013-06-12,19041.130859375,-0.9993,0.108,0.818,0.074,19103.9609375,19143.240234375,18969.080078125,10800.0
2013-06-13,18827.16015625,-0.9998,0.126,0.795,0.08,18897.490234375,18914.130859375,18765.529296875,13200.0
2013-06-14,19177.9296875,-0.9998,0.127,0.802,0.071,18959.830078125,19213.099609375,18952.08984375,10400.0
2013-06-17,19325.869140625,-0.9994,0.116,0.804,0.08,19249.900390625,19344.279296875,19084.6796875,7000.0
2013-06-18,19223.279296875,-0.9998,0.133,0.788,0.079,19329.169921875,19383.609375,19191.369140625,8600.0
2013-06-19,19245.69921875,-0.9999,0.131,0.799,0.07,19224.08984375,19274.259765625,19100.130859375,10400.0
2013-06-20,18719.2890625,-0.9998,0.147,0.753,0.1,19069.19921875,19069.19921875,18687.189453125,14200.0
2013-06-21,18774.240234375,-0.9998,0.132,0.785,0.084,18695.80078125,18820.810546875,18615.140625,14600.0
2013-06-24,18540.890625,-0.9992,0.112,0.798,0.089,18714.060546875,18714.060546875,18467.16015625,11200.0
2013-06-25,18629.150390625,-0.9991,0.11,0.805,0.085,18602.25,18802.310546875,18487.30078125,10800.0
2013-06-26,18552.119140625,-0.9998,0.127,0.804,0.069,18662.369140625,18690.5,18514.349609375,9200.0
2013-06-27,18875.94921875,-0.9997,0.124,0.791,0.084,18716.109375,18925.75,18688.279296875,10000.0
2013-06-28,19395.810546875,-0.9999,0.158,0.742,0.101,19093.1796875,19432.939453125,19093.1796875,14000.0
2013-07-01,19577.390625,-0.9996,0.127,0.784,0.089,19352.48046875,19598.4296875,19347.5703125,8600.0
2013-07-02,19463.8203125,-0.9998,0.126,0.79,0.084,19573.9296875,19589.140625,19442.75,9200.0
2013-07-03,19177.759765625,-0.9997,0.13,0.779,0.091,19347.109375,19347.109375,19147.310546875,9600.0
2013-07-04,19410.83984375,-0.9999,0.157,0.752,0.092,19256.119140625,19445.01953125,19245.009765625,9600.0
2013-07-05,19495.8203125,-0.9999,0.143,0.771,0.086,19568.7890625,19640.26953125,19477.740234375,10000.0
2013-07-08,19324.76953125,-0.9994,0.113,0.805,0.082,19418.98046875,19422.689453125,19185.919921875,8400.0
2013-07-09,19439.48046875,-0.9999,0.157,0.767,0.076,19399.369140625,19486.0,19380.25,6600.0
2013-07-10,19294.119140625,-0.9999,0.143,0.777,0.08,19482.66015625,19505.9296875,19237.91015625,7800.0
2013-07-11,19676.060546875,-0.9999,0.148,0.767,0.085,19468.4609375,19723.509765625,19468.4609375,8400.0
2013-07-12,19958.470703125,-0.9998,0.136,0.784,0.08,19898.689453125,19991.939453125,19785.58984375,7600.0
2013-07-15,20034.48046875,-0.9996,0.129,0.782,0.089,19926.099609375,20072.439453125,19883.189453125,7000.0
2013-07-16,19851.23046875,-0.9999,0.164,0.753,0.083,19788.08984375,19890.630859375,19649.580078125,8000.0
2013-07-17,19948.73046875,-0.9999,0.152,0.793,0.055,19928.94921875,19983.220703125,19778.5390625,10400.0
2013-07-18,20128.41015625,-0.9998,0.122,0.809,0.069,19999.509765625,20176.900390625,19956.19921875,9800.0
2013-07-19,20149.849609375,-0.9999,0.15,0.778,0.072,20213.44921875,20256.599609375,20111.130859375,11600.0
2013-07-22,20159.119140625,-0.9998,0.135,0.779,0.085,20096.7109375,20264.900390625,20065.689453125,9400.0
2013-07-23,20302.130859375,-1.0,0.171,0.754,0.074,20249.98046875,20351.060546875,20249.98046875,7800.0
2013-07-24,20090.6796875,-0.9998,0.132,0.797,0.071,20200.19921875,20252.69921875,19994.25,8000.0
2013-07-25,19804.759765625,-0.9999,0.15,0.788,0.062,20062.0,20110.810546875,19763.900390625,12800.0
2013-07-26,19748.189453125,-0.9999,0.142,0.785,0.073,19892.470703125,19907.44921875,19699.759765625,11000.0
2013-07-29,19593.279296875,-0.9999,0.156,0.763,0.082,19714.419921875,19751.029296875,19570.869140625,9900.0
2013-07-30,19348.33984375,-0.9999,0.151,0.773,0.075,19577.75,19672.720703125,19328.5390625,9500.0
2013-07-31,19345.69921875,-0.9998,0.123,0.811,0.066,19304.0703125,19387.5,19126.8203125,13900.0
2013-08-01,19317.189453125,-0.9999,0.144,0.771,0.085,19443.2890625,19569.19921875,19170.4609375,10600.0
2013-08-02,19164.01953125,-0.9998,0.145,0.76,0.095,19399.55078125,19451.69921875,19078.720703125,8600.0
2013-08-05,19182.259765625,-0.9992,0.128,0.767,0.105,19178.060546875,19306.509765625,19141.6796875,12000.0
2013-08-06,18733.0390625,-0.9998,0.141,0.766,0.093,19127.099609375,19131.919921875,18667.30078125,13800.0
2013-08-07,18664.880859375,-0.9994,0.11,0.812,0.077,18758.529296875,18811.4609375,18551.349609375,12800.0
2013-08-08,18789.33984375,-0.9998,0.141,0.768,0.091,18687.30078125,18829.259765625,18621.669921875,11900.0
2013-08-12,18946.98046875,-0.9999,0.148,0.761,0.091,18898.939453125,19066.970703125,18796.009765625,11700.0
2013-08-13,19229.83984375,-0.9995,0.124,0.785,0.09,18895.259765625,19248.109375,18864.810546875,11900.0
2013-08-14,19367.58984375,-0.9993,0.094,0.847,0.058,19299.419921875,19392.560546875,19203.630859375,14700.0
2013-08-16,18598.1796875,-0.9988,0.117,0.789,0.094,19297.109375,19310.94921875,18559.650390625,14300.0
2013-08-19,18307.51953125,-0.9997,0.125,0.796,0.079,18587.380859375,18587.380859375,18139.150390625,14300.0
2013-08-20,18246.0390625,-0.9998,0.132,0.788,0.08,18142.830078125,18306.4609375,17970.98046875,18200.0
2013-08-21,17905.91015625,-0.9998,0.131,0.786,0.083,18545.439453125,18567.69921875,17807.189453125,17400.0
2013-08-22,18312.939453125,-0.9999,0.142,0.783,0.075,17896.83984375,18349.8203125,17759.58984375,19800.0
2013-08-23,18519.439453125,-0.9999,0.156,0.76,0.083,18386.529296875,18546.599609375,18210.75,19200.0
2013-08-26,18558.130859375,-0.9998,0.152,0.748,0.1,18602.560546875,18728.189453125,18488.9296875,17200.0
2013-08-27,17968.080078125,-0.9998,0.138,0.776,0.086,18460.720703125,18460.720703125,17921.8203125,17800.0
2013-08-28,17996.150390625,-0.9999,0.149,0.769,0.082,17851.439453125,18101.83984375,17448.7109375,21400.0
2013-08-29,18401.0390625,-0.9992,0.119,0.785,0.096,18073.66015625,18455.66015625,18071.220703125,18600.0
2013-08-30,18619.720703125,-0.9998,0.127,0.796,0.078,18424.720703125,18679.259765625,18272.759765625,18600.0
2013-09-02,18886.130859375,-0.9999,0.166,0.746,0.087,18691.830078125,18942.060546875,18678.9296875,10800.0
2013-09-03,18234.66015625,-0.9999,0.14,0.776,0.084,19002.76953125,19007.310546875,18166.169921875,19400.0
2013-09-04,18567.55078125,-0.9999,0.137,0.784,0.079,18314.6796875,18612.599609375,18188.4296875,14400.0
2013-09-05,18979.759765625,-0.9998,0.118,0.816,0.066,18857.599609375,19117.51953125,18847.01953125,13800.0
2013-09-06,19270.060546875,-0.9997,0.13,0.78,0.09,19072.01953125,19293.9609375,18929.380859375,15600.0
2013-09-10,19997.099609375,-0.9995,0.121,0.792,0.087,19448.390625,20012.689453125,19444.66015625,17800.0
2013-09-11,19997.44921875,-0.9997,0.121,0.799,0.08,19999.76953125,20055.529296875,19777.630859375,15700.0
2013-09-12,19781.880859375,-0.9997,0.129,0.782,0.089,20046.05078125,20052.05078125,19676.490234375,11900.0
2013-09-13,19732.759765625,-0.9997,0.147,0.743,0.109,19744.5390625,19899.369140625,19675.6796875,10600.0
2013-09-16,19742.470703125,-0.9993,0.131,0.759,0.11,19977.380859375,20086.4296875,19596.150390625,11200.0
2013-09-17,19804.029296875,-0.9998,0.141,0.762,0.097,19721.900390625,19819.099609375,19635.439453125,9900.0
2013-09-18,19962.16015625,-0.9997,0.136,0.763,0.101,19865.990234375,20013.330078125,19775.2890625,9300.0
2013-09-19,20646.640625,-0.9888,0.115,0.775,0.109,20354.73046875,20739.689453125,20347.30078125,18300.0
2013-09-20,20263.7109375,-0.9996,0.128,0.777,0.095,20616.349609375,20677.990234375,20051.4296875,13500.0
2013-09-23,19900.9609375,-0.9998,0.135,0.78,0.085,20060.8203125,20199.810546875,19826.30078125,11100.0
2013-09-24,19920.2109375,-1.0,0.167,0.754,0.079,19820.029296875,20050.419921875,19782.779296875,10700.0
2013-09-25,19856.240234375,-0.9999,0.155,0.758,0.087,19947.4296875,19978.490234375,19658.740234375,13900.0
2013-09-26,19893.849609375,-0.9995,0.111,0.806,0.083,19853.66015625,19997.279296875,19826.990234375,14900.0
2013-09-27,19727.26953125,-0.9999,0.133,0.785,0.082,19951.73046875,19981.5703125,19674.380859375,11800.0
2013-09-30,19379.76953125,-0.9994,0.113,0.805,0.082,19643.890625,19651.310546875,19320.73046875,10000.0
2013-10-01,19517.150390625,-0.9999,0.161,0.753,0.086,19452.05078125,19532.91015625,19264.720703125,9200.0
2013-10-03,19902.0703125,-0.9985,0.125,0.764,0.111,19585.7890625,19929.240234375,19583.970703125,15700.0
2013-10-04,19915.94921875,-0.9991,0.117,0.782,0.101,19870.0,20052.0,19833.169921875,12900.0
2013-10-07,19895.099609375,-0.9995,0.114,0.801,0.085,19880.939453125,19921.380859375,19647.880859375,12300.0
2013-10-08,19983.609375,-0.9995,0.116,0.798,0.086,20094.2109375,20150.26953125,19936.720703125,10900.0
2013-10-09,20249.259765625,-0.9993,0.127,0.767,0.106,19918.19921875,20277.740234375,19826.9609375,10200.0
2013-10-10,20272.91015625,-0.9999,0.162,0.745,0.093,20228.759765625,20323.76953125,20135.91015625,10400.0
2013-10-11,20528.58984375,-0.9998,0.138,0.765,0.097,20535.900390625,20559.689453125,20368.060546875,11700.0
2013-10-14,20607.5390625,-0.9996,0.115,0.803,0.081,20534.609375,20645.939453125,20497.880859375,8900.0
2013-10-15,20547.619140625,-0.9971,0.114,0.782,0.104,20722.900390625,20759.580078125,20446.73046875,13600.0
2013-10-17,20415.509765625,-0.9994,0.13,0.763,0.107,20579.560546875,20629.80078125,20375.419921875,10300.0
2013-10-18,20882.890625,-0.9999,0.149,0.759,0.091,20486.779296875,20932.23046875,20486.779296875,15700.0
2013-10-21,20893.890625,-0.9998,0.126,0.791,0.083,20915.759765625,20970.919921875,20768.990234375,12200.0
2013-10-22,20864.970703125,-0.9999,0.143,0.772,0.085,20863.150390625,20948.91015625,20810.25,10700.0
2013-10-23,20767.880859375,-0.989,0.078,0.854,0.068,20875.310546875,20922.3203125,20589.720703125,11200.0
2013-10-24,20725.4296875,-0.9997,0.14,0.757,0.103,20766.05078125,21039.419921875,20656.69921875,8200.0
2013-10-25,20683.51953125,-0.9994,0.101,0.827,0.073,20725.51953125,20782.16015625,20622.55078125,9600.0
2013-10-28,20570.279296875,-0.9997,0.137,0.761,0.102,20696.509765625,20771.359375,20550.640625,8100.0
2013-10-29,20929.009765625,-0.9998,0.143,0.764,0.092,20593.490234375,20952.55078125,20493.66015625,11300.0
2013-10-30,21033.970703125,-0.9998,0.145,0.761,0.094,20944.140625,21086.58984375,20937.119140625,10400.0
2013-10-31,21164.51953125,-0.9999,0.144,0.765,0.091,21000.599609375,21205.439453125,20991.98046875,11900.0
2013-11-01,21196.810546875,-0.9998,0.135,0.771,0.094,21158.810546875,21293.880859375,21141.3203125,10000.0
2013-11-05,20974.7890625,-0.9998,0.148,0.743,0.109,21134.099609375,21158.560546875,20951.7109375,11900.0
2013-11-06,20894.939453125,-0.9999,0.16,0.737,0.103,21004.5390625,21045.380859375,20861.419921875,10900.0
2013-11-07,20822.76953125,-0.9998,0.127,0.792,0.081,20896.130859375,21142.849609375,20797.060546875,11900.0
2013-11-08,20666.150390625,-0.9977,0.112,0.786,0.102,20785.19921875,20821.009765625,20600.900390625,10700.0
2013-11-11,20490.9609375,-0.9933,0.101,0.806,0.093,20596.400390625,20672.529296875,20453.150390625,10300.0
2013-11-12,20281.91015625,-0.9999,0.152,0.766,0.082,20510.310546875,20584.220703125,20262.220703125,10200.0
2013-11-13,20194.400390625,-0.9998,0.148,0.745,0.107,20248.51953125,20365.58984375,20161.640625,9000.0
2013-11-14,20399.419921875,-0.9989,0.121,0.776,0.103,20351.390625,20568.990234375,20348.26953125,12600.0
2013-11-18,20850.740234375,0.8605,0.111,0.774,0.115,20570.58984375,20868.759765625,20570.58984375,10900.0
2013-11-19,20890.8203125,-0.9998,0.121,0.802,0.077,20870.16015625,20934.400390625,20828.689453125,11400.0
2013-11-20,20635.130859375,-0.9999,0.156,0.757,0.087,20857.009765625,20895.30078125,20579.939453125,8900.0
2013-11-21,20229.05078125,-0.9999,0.165,0.747,0.089,20579.259765625,20579.259765625,20189.23046875,8100.0
2013-11-22,20217.390625,-0.9996,0.119,0.794,0.087,20316.580078125,20388.119140625,20137.669921875,10600.0
2013-11-25,20605.080078125,-0.9975,0.117,0.777,0.105,20326.66015625,20626.150390625,20326.66015625,8200.0
2013-11-26,20425.01953125,-0.9997,0.129,0.786,0.085,20604.26953125,20604.26953125,20390.619140625,10500.0
2013-11-27,20420.259765625,-0.9999,0.151,0.75,0.099,20449.0,20482.669921875,20348.060546875,7000.0
2013-11-28,20534.91015625,-0.9999,0.149,0.778,0.073,20522.359375,20606.380859375,20461.509765625,9000.0
2013-11-29,20791.9296875,-0.9998,0.133,0.775,0.092,20558.9296875,20819.76953125,20558.9296875,11200.0
2013-12-02,20898.009765625,-0.9992,0.128,0.762,0.109,20771.26953125,20941.0,20770.509765625,9600.0
2013-12-03,20854.919921875,-0.9998,0.141,0.766,0.093,20857.849609375,20927.05078125,20817.75,12000.0
2013-12-04,20708.7109375,-0.9997,0.127,0.786,0.087,20839.44921875,20863.369140625,20673.619140625,12200.0
2013-12-05,20957.810546875,-0.9998,0.134,0.774,0.092,20992.25,21165.599609375,20929.19921875,11900.0
2013-12-06,20996.529296875,-0.9999,0.152,0.76,0.088,20955.740234375,21049.83984375,20922.44921875,10100.0
2013-12-09,21326.419921875,0.9953,0.124,0.743,0.133,21416.669921875,21483.740234375,21282.640625,13400.0
2013-12-10,21255.259765625,-0.9995,0.129,0.768,0.103,21293.580078125,21327.75,21175.080078125,17300.0
2013-12-11,21171.41015625,-0.9997,0.141,0.753,0.106,21191.26953125,21215.939453125,21069.44921875,10600.0
2013-12-12,20925.609375,-0.9998,0.145,0.751,0.104,21101.05078125,21103.80078125,20901.470703125,9100.0
2013-12-13,20715.580078125,-0.9999,0.136,0.782,0.082,20867.169921875,20867.169921875,20692.669921875,9500.0
2013-12-16,20659.51953125,-0.9994,0.133,0.754,0.114,20714.259765625,20764.51953125,20637.76953125,10300.0
2013-12-17,20612.140625,-0.9996,0.141,0.753,0.106,20732.439453125,20784.029296875,20594.990234375,8300.0
2013-12-18,20859.859375,-0.9997,0.132,0.774,0.094,20568.69921875,20917.5703125,20568.69921875,8400.0
2013-12-19,20708.619140625,-0.9998,0.136,0.772,0.092,20959.80078125,21017.44921875,20646.029296875,10300.0
2013-12-20,21079.720703125,-0.9995,0.106,0.822,0.072,20792.369140625,21117.990234375,20745.939453125,9100.0
2013-12-23,21101.029296875,-0.9997,0.131,0.779,0.09,21080.5390625,21207.890625,21059.119140625,6700.0
2013-12-24,21032.7109375,-0.9988,0.12,0.777,0.103,21127.66015625,21156.919921875,21010.650390625,5800.0
2013-12-26,21074.58984375,-0.9945,0.122,0.762,0.115,21051.0,21135.849609375,21013.140625,7300.0
2013-12-27,21193.580078125,-0.9998,0.149,0.742,0.11,21114.490234375,21235.140625,21113.25,5500.0
2013-12-30,21143.009765625,-0.9993,0.125,0.769,0.106,21260.150390625,21304.69921875,21089.2109375,6100.0
2013-12-31,21170.6796875,-0.9997,0.142,0.754,0.104,21177.76953125,21230.880859375,21122.6796875,5000.0
2014-01-01,21140.48046875,0.9951,0.109,0.772,0.119,21222.189453125,21244.349609375,21133.8203125,4000.0
2014-01-02,20888.330078125,-0.9998,0.137,0.773,0.09,21179.91015625,21331.3203125,20846.669921875,9300.0
2014-01-03,20851.330078125,-0.9998,0.143,0.756,0.101,20819.580078125,20885.1796875,20731.330078125,9300.0
2014-01-06,20787.30078125,-0.9995,0.116,0.795,0.089,20913.7890625,20913.7890625,20721.98046875,7600.0
2014-01-07,20693.240234375,-0.9999,0.158,0.76,0.082,20845.76953125,20890.48046875,20637.1796875,8100.0
2014-01-08,20729.380859375,-0.9998,0.135,0.777,0.089,20767.419921875,20786.41015625,20688.1796875,8000.0
2014-01-09,20713.369140625,-0.9996,0.113,0.812,0.075,20755.73046875,20778.130859375,20652.689453125,9000.0
2014-01-10,20758.490234375,-0.9993,0.12,0.782,0.098,20760.720703125,20971.23046875,20625.169921875,10400.0
2014-01-13,21134.2109375,0.9982,0.104,0.772,0.124,20850.5390625,21169.080078125,20850.5390625,7900.0
2014-01-14,21032.880859375,0.961,0.096,0.801,0.102,21115.0,21154.759765625,21009.05078125,5600.0
2014-01-15,21289.490234375,-0.9991,0.125,0.772,0.104,21091.4609375,21302.73046875,21091.4609375,9400.0
2014-01-16,21265.1796875,-0.9986,0.11,0.795,0.095,21366.91015625,21379.2890625,21199.650390625,13400.0
2014-01-17,21063.619140625,-0.9995,0.124,0.778,0.097,21236.650390625,21270.109375,21015.609375,12000.0
2014-01-20,21205.05078125,-0.9997,0.11,0.817,0.073,21083.529296875,21221.369140625,21001.130859375,6000.0
2014-01-21,21251.119140625,-0.9986,0.121,0.769,0.11,21237.9609375,21302.51953125,21189.19921875,9400.0
2014-01-22,21337.669921875,-0.9996,0.137,0.755,0.108,21251.650390625,21377.91015625,21168.4296875,13400.0
2014-01-23,21373.66015625,-0.9994,0.122,0.777,0.101,21319.689453125,21409.66015625,21264.7109375,6500.0
2014-01-24,21133.560546875,-0.9973,0.105,0.802,0.092,21289.150390625,21333.66015625,21123.990234375,10800.0
2014-01-27,20707.44921875,0.9967,0.106,0.772,0.122,20899.029296875,20899.029296875,20688.029296875,10100.0
2014-01-28,20683.509765625,-0.9998,0.139,0.771,0.089,20721.169921875,20795.349609375,20554.279296875,8200.0
2014-01-29,20647.30078125,-0.9999,0.142,0.766,0.092,20784.0390625,20828.6796875,20613.619140625,7800.0
2014-01-30,20498.25,-0.9997,0.123,0.79,0.088,20491.740234375,20528.41015625,20343.779296875,12600.0
2014-01-31,20513.849609375,-0.9979,0.084,0.848,0.068,20544.640625,20572.3203125,20448.4296875,6100.0
2014-02-03,20209.259765625,-0.9998,0.151,0.737,0.112,20479.029296875,20480.349609375,20182.19921875,5700.0
2014-02-04,20211.9296875,-0.9999,0.161,0.765,0.075,20050.990234375,20255.51953125,19963.119140625,9800.0
2014-02-05,20261.029296875,-0.9999,0.153,0.759,0.087,20241.119140625,20289.330078125,20076.099609375,9300.0
2014-02-06,20310.740234375,-0.9999,0.165,0.751,0.085,20286.08984375,20358.189453125,20079.8203125,12400.0
2014-02-07,20376.560546875,-0.9983,0.111,0.793,0.097,20441.0390625,20450.509765625,20282.30078125,11100.0
2014-02-10,20334.26953125,-0.9996,0.138,0.754,0.108,20429.16015625,20434.5,20312.2109375,7900.0
2014-02-11,20363.369140625,-0.9999,0.142,0.772,0.086,20400.939453125,20443.349609375,20349.509765625,9400.0
2014-02-12,20448.490234375,-0.9995,0.127,0.771,0.102,20449.830078125,20516.599609375,20427.23046875,10100.0
2014-02-13,20193.349609375,-0.9995,0.121,0.782,0.097,20478.669921875,20503.859375,20164.669921875,7900.0
2014-02-14,20366.8203125,-0.952,0.112,0.773,0.115,20265.130859375,20391.94921875,20149.009765625,8300.0
2014-02-17,20464.060546875,-0.999,0.11,0.803,0.088,20438.869140625,20492.4296875,20338.94921875,6100.0
2014-02-18,20634.2109375,-0.9998,0.133,0.787,0.08,20457.560546875,20685.01953125,20436.48046875,9400.0
2014-02-19,20722.970703125,-0.9999,0.139,0.776,0.085,20643.849609375,20750.51953125,20629.560546875,4700.0
2014-02-20,20536.640625,-0.9995,0.119,0.789,0.092,20661.0703125,20662.66015625,20522.0390625,6000.0
2014-02-21,20700.75,-0.9999,0.14,0.772,0.088,20600.580078125,20725.0390625,20599.91015625,6300.0
2014-02-24,20811.439453125,-0.9998,0.141,0.764,0.094,20695.48046875,20828.630859375,20637.30078125,12500.0
2014-02-25,20852.470703125,-0.9998,0.117,0.808,0.075,20877.720703125,20912.5390625,20777.73046875,9500.0
2014-02-26,20986.990234375,-0.9996,0.122,0.782,0.096,20869.609375,21005.0390625,20860.01953125,8500.0
2014-02-28,21120.119140625,-0.999,0.1,0.818,0.082,20995.390625,21140.509765625,20989.66015625,11400.0
2014-03-03,20946.650390625,-0.9176,0.125,0.752,0.123,21079.26953125,21140.0,20920.98046875,121600.0
2014-03-04,21209.73046875,-0.9999,0.144,0.765,0.091,20947.0,21224.640625,20940.390625,9700.0
2014-03-05,21276.859375,-0.9999,0.14,0.78,0.08,21280.359375,21333.19921875,21176.16015625,7500.0
2014-03-06,21513.869140625,-0.9988,0.107,0.803,0.09,21336.3203125,21525.140625,21329.880859375,9700.0
2014-03-07,21919.7890625,-0.9997,0.119,0.799,0.082,21539.439453125,21960.890625,21539.439453125,15200.0
2014-03-10,21934.830078125,-0.9994,0.129,0.765,0.106,21819.189453125,22023.98046875,21805.220703125,15500.0
2014-03-11,21826.419921875,-0.9997,0.127,0.78,0.093,21918.830078125,22018.51953125,21772.109375,12000.0
2014-03-12,21856.220703125,-0.9996,0.118,0.794,0.088,21793.3203125,21965.94921875,21768.140625,10400.0
2014-03-13,21774.609375,-0.9998,0.124,0.793,0.084,21736.609375,21991.359375,21720.130859375,9500.0
2014-03-14,21809.80078125,-0.9998,0.136,0.768,0.096,21648.05078125,21853.3203125,21573.48046875,8800.0
2014-03-18,21832.609375,0.993,0.087,0.816,0.098,21849.650390625,22040.720703125,21785.380859375,8600.0
2014-03-19,21832.859375,-0.9997,0.107,0.818,0.075,21872.6796875,21895.830078125,21782.009765625,11000.0
2014-03-20,21740.08984375,-0.9998,0.135,0.775,0.09,21797.609375,21853.25,21704.66015625,7600.0
2014-03-21,21753.75,-0.9967,0.117,0.775,0.108,21823.51953125,21870.109375,21729.900390625,60600.0
2014-03-24,22055.48046875,0.998,0.085,0.812,0.103,21827.5,22074.33984375,21827.5,9000.0
2014-03-25,22055.2109375,-0.9983,0.114,0.785,0.1,21948.310546875,22079.9609375,21916.869140625,7800.0
2014-03-26,22095.30078125,-0.9995,0.118,0.793,0.089,22134.7109375,22172.19921875,22020.580078125,10600.0
2014-03-27,22214.369140625,-0.9998,0.127,0.79,0.083,22116.23046875,22307.740234375,22094.2890625,10400.0
2014-03-28,22339.970703125,-0.9986,0.13,0.756,0.114,22273.439453125,22363.970703125,22185.109375,9200.0
2014-03-31,22386.26953125,-0.9998,0.135,0.778,0.087,22423.140625,22467.2109375,22253.779296875,11200.0
2014-04-01,22446.439453125,-0.9999,0.144,0.763,0.092,22455.23046875,22485.76953125,22295.650390625,11000.0
2014-04-02,22551.490234375,-0.9995,0.124,0.777,0.099,22550.580078125,22592.099609375,22473.4609375,15700.0
2014-04-03,22509.0703125,-0.999,0.112,0.791,0.097,22598.189453125,22620.650390625,22369.279296875,7400.0
2014-04-04,22359.5,-0.9998,0.127,0.784,0.089,22522.4609375,22525.2109375,22339.400390625,7100.0
2014-04-07,22343.44921875,-0.9919,0.113,0.78,0.107,22355.560546875,22481.619140625,22197.509765625,4700.0
2014-04-09,22702.33984375,-0.995,0.111,0.781,0.108,22389.2109375,22740.0390625,22379.94921875,8500.0
2014-04-10,22715.330078125,-0.9959,0.098,0.812,0.09,22729.4609375,22792.490234375,22644.4296875,10900.0
2014-04-11,22628.9609375,-0.9996,0.129,0.774,0.097,22642.05078125,22679.1796875,22526.890625,9500.0
2014-04-15,22484.9296875,-0.9961,0.105,0.794,0.101,22698.08984375,22737.310546875,22416.240234375,8600.0
2014-04-16,22277.23046875,-0.5202,0.095,0.812,0.093,22486.73046875,22533.609375,22247.390625,6700.0
2014-04-17,22628.83984375,-0.998,0.127,0.756,0.117,22327.759765625,22648.689453125,22312.189453125,8500.0
2014-04-21,22764.830078125,-0.9997,0.134,0.761,0.105,22644.75,22795.580078125,22636.75,9100.0
2014-04-22,22758.369140625,-0.9995,0.113,0.804,0.083,22771.240234375,22853.029296875,22727.630859375,9000.0
2014-04-23,22876.5390625,-0.9982,0.09,0.837,0.072,22783.650390625,22912.51953125,22780.130859375,7200.0
2014-04-25,22688.0703125,-0.9998,0.136,0.771,0.092,22892.5,22939.310546875,22656.640625,7500.0
2014-04-28,22631.609375,-0.9979,0.11,0.792,0.098,22717.58984375,22721.359375,22597.189453125,6900.0
2014-04-29,22466.189453125,-0.9999,0.145,0.761,0.094,22654.279296875,22681.890625,22443.560546875,7700.0
2014-04-30,22417.80078125,-0.9996,0.108,0.818,0.075,22517.630859375,22680.4609375,22284.9609375,9700.0
2014-05-02,22403.890625,-0.9998,0.143,0.755,0.101,22493.58984375,22575.619140625,22386.94921875,6300.0
2014-05-05,22445.119140625,-0.9999,0.146,0.76,0.094,22412.80078125,22592.029296875,22354.44921875,11700.0
2014-05-06,22508.419921875,-0.9998,0.121,0.804,0.075,22512.23046875,22602.7109375,22475.650390625,6200.0
2014-05-07,22323.900390625,-0.9997,0.127,0.779,0.094,22488.9609375,22532.8203125,22286.259765625,10800.0
2014-05-08,22344.0390625,-0.9998,0.131,0.789,0.08,22382.140625,22443.130859375,22277.0390625,6000.0
2014-05-09,22994.23046875,-0.9999,0.149,0.759,0.092,22374.98046875,23048.490234375,22317.1796875,11300.0
2014-05-12,23551.0,-0.9992,0.128,0.761,0.111,23031.109375,23572.880859375,23008.650390625,12400.0
2014-05-13,23871.23046875,-0.9999,0.137,0.775,0.088,23729.779296875,24068.939453125,23729.25,18200.0
2014-05-14,23815.119140625,-0.992,0.099,0.805,0.096,23897.880859375,23964.669921875,23753.359375,11500.0
2014-05-15,23905.599609375,-0.9998,0.128,0.789,0.083,23809.419921875,23971.779296875,23742.75,14900.0
