,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2004-06-14,4746.009765625,-0.9955,0.111,0.816,0.073,4810.419921875,4810.419921875,4725.39013671875,29600.0
2004-06-15,4814.85009765625,-0.997,0.127,0.805,0.068,4696.509765625,4824.02978515625,4696.509765625,30000.0
2004-06-16,4788.7998046875,0.7714,0.064,0.866,0.07,4837.35986328125,4863.6298828125,4772.10009765625,27400.0
2004-06-17,4839.8798828125,-0.9649,0.113,0.79,0.097,4791.2998046875,4859.81005859375,4746.509765625,28600.0
2004-06-18,4769.990234375,-0.981,0.102,0.829,0.069,4822.080078125,4828.18994140625,4750.72998046875,28600.0
2004-06-21,4738.6201171875,-0.9412,0.109,0.796,0.095,4770.64990234375,4790.93017578125,4731.72021484375,23800.0
2004-06-22,4735.85986328125,-0.9971,0.143,0.769,0.088,4732.9501953125,4767.35009765625,4717.77978515625,29200.0
2004-06-23,4644.0,-0.9547,0.076,0.865,0.059,4742.7998046875,4752.47021484375,4635.169921875,31400.0
2004-06-24,4708.5498046875,-0.9846,0.094,0.844,0.062,4656.81005859375,4717.740234375,4613.93994140625,40400.0
2004-06-25,4756.39013671875,-0.9919,0.109,0.816,0.075,4717.830078125,4775.66015625,4680.419921875,39400.0
2004-06-28,4837.60009765625,-0.9429,0.087,0.839,0.074,4784.580078125,4844.72021484375,4772.8701171875,28600.0
2004-06-29,4841.3798828125,-0.9988,0.154,0.757,0.089,4838.740234375,4873.7099609375,4802.0400390625,34200.0
2004-06-30,4795.4599609375,-0.9358,0.109,0.795,0.096,4859.93994140625,4877.89990234375,4788.85009765625,35600.0
2004-07-01,4874.0498046875,-0.9942,0.138,0.754,0.107,4813.759765625,4879.81005859375,4785.93994140625,33200.0
2004-07-02,4870.580078125,-0.9837,0.108,0.811,0.081,4842.4599609375,4895.47998046875,4813.16015625,32000.0
2004-07-05,4843.77001953125,-0.9975,0.104,0.859,0.037,4861.14990234375,4894.39013671875,4831.85009765625,24200.0
2004-07-06,4928.58984375,-0.9963,0.136,0.77,0.094,4846.419921875,4939.39990234375,4839.18017578125,29600.0
2004-07-07,4955.97021484375,-0.9985,0.146,0.759,0.095,4919.5400390625,4987.0498046875,4912.22021484375,35000.0
2004-07-08,4843.83984375,0.9948,0.078,0.815,0.107,4972.06005859375,5004.169921875,4808.6298828125,47800.0
2004-07-09,4945.47998046875,0.9157,0.101,0.785,0.114,4766.490234375,4954.85986328125,4723.0400390625,23600.0
2004-07-12,4944.5400390625,-0.9876,0.113,0.801,0.086,4949.419921875,4967.919921875,4917.3798828125,17000.0
2004-07-13,4898.990234375,-0.9968,0.11,0.835,0.055,4961.8701171875,4978.490234375,4878.06005859375,16000.0
2004-07-14,4848.2998046875,0.6824,0.083,0.831,0.086,4911.22021484375,4933.33984375,4835.33984375,24600.0
2004-07-15,4888.18994140625,-0.9752,0.088,0.849,0.063,4849.3798828125,4900.18017578125,4844.66015625,26600.0
2004-07-16,4951.169921875,-0.9724,0.092,0.835,0.072,4894.39990234375,4961.31982421875,4874.4599609375,25800.0
2004-07-19,4975.39990234375,-0.9915,0.1,0.839,0.062,4957.080078125,5009.6298828125,4942.43017578125,21600.0
2004-07-20,4957.8798828125,-0.9724,0.098,0.83,0.073,4974.52001953125,4982.0400390625,4936.60009765625,21800.0
2004-07-21,4993.759765625,-0.9968,0.128,0.807,0.065,4973.8798828125,5041.18994140625,4951.5498046875,20200.0
2004-07-22,5054.2900390625,-0.9928,0.112,0.816,0.073,5041.14013671875,5082.81005859375,5020.68994140625,37400.0
2004-07-23,5073.33984375,-0.9979,0.143,0.786,0.071,5073.10009765625,5086.02978515625,5034.2001953125,35000.0
2004-07-26,5118.169921875,-0.9986,0.144,0.81,0.047,5046.990234375,5126.4501953125,5034.22998046875,28600.0
2004-07-27,5075.8798828125,-0.7921,0.113,0.782,0.105,5130.85986328125,5155.6298828125,5068.6201171875,40800.0
2004-07-28,5070.2900390625,-0.9969,0.136,0.783,0.081,5087.66015625,5104.66015625,5045.4599609375,28000.0
2004-07-29,5120.4501953125,-0.9947,0.137,0.773,0.089,5082.60986328125,5133.7998046875,5051.490234375,28800.0
2004-07-30,5170.31982421875,-0.9963,0.13,0.786,0.083,5134.919921875,5200.85009765625,5134.919921875,28800.0
2004-08-02,5202.52978515625,-0.8365,0.078,0.851,0.071,5193.25,5210.919921875,5167.2900390625,22000.0
2004-08-03,5194.6298828125,-0.9963,0.146,0.763,0.092,5213.5498046875,5242.14990234375,5181.990234375,29400.0
2004-08-04,5169.06982421875,-0.998,0.145,0.769,0.086,5189.8798828125,5201.56005859375,5145.22021484375,27200.0
2004-08-05,5252.77978515625,-0.9974,0.132,0.793,0.075,5178.60986328125,5257.31982421875,5178.60986328125,24000.0
2004-08-06,5196.990234375,-0.988,0.129,0.759,0.112,5249.72998046875,5262.89013671875,5166.18994140625,30200.0
2004-08-09,5233.2099609375,-0.9972,0.133,0.821,0.046,5176.39013671875,5240.2900390625,5154.31982421875,26200.0
2004-08-10,5252.0498046875,-0.9401,0.076,0.866,0.058,5248.4599609375,5266.990234375,5214.990234375,26000.0
2004-08-11,5175.16015625,-0.9974,0.138,0.783,0.079,5263.27001953125,5269.22021484375,5159.52978515625,28600.0
2004-08-12,5139.77001953125,-0.9897,0.119,0.815,0.066,5167.52001953125,5194.0400390625,5117.7998046875,27000.0
2004-08-13,5102.919921875,-0.9987,0.141,0.796,0.063,5126.91015625,5144.7001953125,5084.509765625,93800.0
2004-08-16,5102.3701171875,0.8684,0.112,0.757,0.131,5105.259765625,5114.7900390625,5056.06982421875,24600.0
2004-08-17,5102.93994140625,-0.992,0.123,0.797,0.081,5124.2900390625,5148.52978515625,5083.02978515625,23400.0
2004-08-18,5038.27978515625,-0.9954,0.122,0.81,0.069,5103.97021484375,5103.97021484375,5025.490234375,24200.0
2004-08-19,5123.64990234375,-0.9982,0.15,0.783,0.067,5056.169921875,5132.830078125,5056.169921875,23200.0
2004-08-20,5064.66015625,-0.9884,0.103,0.83,0.068,5128.10009765625,5128.10009765625,5047.75,24000.0
2004-08-23,5033.68994140625,-0.9986,0.156,0.768,0.076,5064.419921875,5080.22021484375,5022.2900390625,27400.0
2004-08-24,5067.39013671875,-0.9951,0.101,0.856,0.044,5048.6298828125,5084.740234375,5040.7099609375,21000.0
2004-08-25,5088.56005859375,-0.9015,0.125,0.756,0.119,5073.22998046875,5093.3701171875,5054.56005859375,19000.0
2004-08-26,5135.4501953125,-0.9995,0.178,0.757,0.065,5105.3798828125,5145.60009765625,5105.3798828125,22400.0
2004-08-27,5117.009765625,-0.962,0.132,0.748,0.121,5147.85986328125,5148.75,5094.56005859375,18800.0
2004-08-30,5186.4501953125,-0.9947,0.099,0.846,0.055,5130.5400390625,5192.7998046875,5130.5400390625,14800.0
2004-08-31,5192.080078125,-0.9507,0.118,0.769,0.113,5192.18017578125,5202.509765625,5155.9599609375,16200.0
2004-09-01,5210.85009765625,-0.9921,0.116,0.804,0.08,5202.16015625,5222.81005859375,5202.02001953125,16200.0
2004-09-02,5198.72021484375,-0.8064,0.098,0.812,0.09,5218.9501953125,5233.31982421875,5189.2900390625,19200.0
2004-09-03,5218.4599609375,-0.9979,0.127,0.796,0.077,5190.68994140625,5223.93994140625,5178.56982421875,17600.0
2004-09-06,5246.22998046875,-0.9972,0.111,0.844,0.045,5226.08984375,5264.8701171875,5226.08984375,17000.0
2004-09-07,5264.669921875,-0.9956,0.113,0.817,0.069,5245.16015625,5270.89013671875,5240.14990234375,19200.0
2004-09-08,5298.16015625,-0.9816,0.116,0.798,0.086,5281.10986328125,5305.669921875,5270.66015625,20200.0
2004-09-09,5298.22998046875,-0.9903,0.121,0.795,0.084,5307.830078125,5328.330078125,5269.509765625,21600.0
2004-09-10,5370.0498046875,-0.9951,0.131,0.79,0.079,5305.419921875,5376.1201171875,5281.06005859375,21200.0
2004-09-13,5397.4599609375,-0.918,0.095,0.812,0.093,5380.7099609375,5421.52001953125,5379.60009765625,21400.0
2004-09-14,5428.77001953125,-0.9965,0.118,0.812,0.07,5409.52001953125,5434.330078125,5376.0400390625,26400.0
2004-09-15,5420.08984375,-0.9957,0.118,0.816,0.065,5441.9599609375,5456.85009765625,5399.33984375,27600.0
2004-09-16,5477.68017578125,-0.988,0.115,0.795,0.09,5415.4599609375,5483.58984375,5401.0,23400.0
2004-09-17,5561.14990234375,-0.9353,0.122,0.76,0.117,5493.72021484375,5569.47021484375,5493.3701171875,26400.0
2004-09-20,5545.81982421875,-0.9884,0.09,0.846,0.065,5562.68017578125,5585.56982421875,5535.56982421875,25600.0
2004-09-21,5605.93017578125,-0.9668,0.084,0.853,0.063,5547.490234375,5611.60009765625,5536.0,27600.0
2004-09-22,5616.8701171875,-0.9862,0.115,0.814,0.071,5609.9599609375,5638.7900390625,5571.83984375,28000.0
2004-09-23,5539.47998046875,-0.9986,0.162,0.77,0.069,5597.31982421875,5609.0400390625,5530.85986328125,27400.0
2004-09-24,5527.75,-0.996,0.113,0.823,0.064,5527.22021484375,5575.39990234375,5513.68017578125,22600.0
2004-09-27,5511.81005859375,-0.9963,0.118,0.824,0.058,5530.0,5545.72998046875,5486.41015625,15800.0
2004-09-28,5462.60986328125,0.9356,0.076,0.835,0.089,5506.830078125,5518.2099609375,5454.85009765625,20400.0
2004-09-29,5527.56005859375,-0.9897,0.099,0.833,0.068,5477.60986328125,5533.330078125,5428.2001953125,23400.0
2004-09-30,5583.60986328125,-0.9484,0.088,0.83,0.081,5545.259765625,5598.5498046875,5545.259765625,24400.0
2004-10-01,5675.5400390625,-0.9895,0.125,0.796,0.078,5587.4599609375,5685.68017578125,5573.56005859375,24400.0
2004-10-04,5766.2998046875,-0.9838,0.118,0.794,0.088,5706.31982421875,5785.0400390625,5706.31982421875,20600.0
2004-10-05,5758.669921875,-0.978,0.109,0.813,0.079,5761.66015625,5786.5400390625,5741.7001953125,22800.0
2004-10-06,5713.75,-0.989,0.105,0.828,0.067,5761.43994140625,5799.919921875,5699.31982421875,26800.0
2004-10-07,5773.66015625,-0.9968,0.118,0.858,0.024,5718.64013671875,5793.080078125,5718.64013671875,24600.0
2004-10-08,5776.85009765625,-0.9702,0.097,0.833,0.07,5782.6298828125,5803.81982421875,5755.419921875,19600.0
2004-10-11,5717.5400390625,-0.9971,0.137,0.815,0.048,5764.85986328125,5792.080078125,5706.97021484375,13000.0
2004-10-12,5676.72998046875,-0.9871,0.117,0.814,0.069,5750.35986328125,5762.60009765625,5663.7900390625,18200.0
2004-10-14,5713.10009765625,-0.9636,0.137,0.753,0.111,5677.8701171875,5738.60986328125,5645.66015625,17600.0
2004-10-15,5686.72998046875,-0.9867,0.11,0.832,0.059,5735.490234375,5758.10986328125,5673.75,16200.0
2004-10-18,5679.830078125,-0.7472,0.08,0.845,0.074,5706.830078125,5727.9599609375,5670.3701171875,12400.0
2004-10-19,5738.10986328125,-0.9231,0.118,0.774,0.108,5691.47021484375,5751.60009765625,5686.97021484375,14800.0
2004-10-20,5673.02001953125,-0.923,0.107,0.803,0.09,5738.43994140625,5750.14013671875,5662.759765625,18400.0
2004-10-21,5641.06005859375,-0.9488,0.1,0.819,0.082,5680.43994140625,5685.18017578125,5617.3701171875,19000.0
2004-10-25,5581.490234375,-0.9948,0.135,0.821,0.044,5633.47998046875,5645.8798828125,5573.18994140625,18200.0
2004-10-26,5651.08984375,-0.9969,0.139,0.801,0.06,5591.009765625,5654.81982421875,5558.14013671875,22000.0
2004-10-27,5662.8701171875,-0.9953,0.139,0.808,0.053,5656.7099609375,5699.18017578125,5623.0400390625,19800.0
2004-10-28,5715.6201171875,-0.9952,0.127,0.807,0.066,5700.990234375,5733.75,5700.990234375,23400.0
2004-10-29,5672.27001953125,-0.9838,0.09,0.847,0.062,5724.4599609375,5731.35009765625,5664.0400390625,22600.0
2004-11-01,5704.10009765625,-0.8199,0.087,0.837,0.075,5678.64990234375,5714.35986328125,5649.02978515625,15600.0
2004-11-02,5754.759765625,-0.998,0.167,0.753,0.08,5713.240234375,5765.14013671875,5713.240234375,14400.0
2004-11-03,5842.5400390625,-0.8301,0.125,0.758,0.117,5772.31982421875,5845.5,5771.72998046875,17000.0
2004-11-04,5832.8798828125,-0.9881,0.107,0.834,0.058,5871.6201171875,5883.39013671875,5814.3701171875,15000.0
2004-11-05,5891.35986328125,0.3769,0.09,0.825,0.086,5833.330078125,5900.509765625,5823.43994140625,14000.0
2004-11-08,5930.47021484375,-0.7184,0.101,0.796,0.103,5912.52001953125,5955.93994140625,5912.52001953125,14400.0
2004-11-09,5929.60009765625,-0.7732,0.092,0.821,0.087,5937.33984375,5957.93994140625,5910.41015625,14800.0
2004-11-10,5973.75,0.9402,0.059,0.858,0.082,5918.9501953125,5979.77978515625,5918.9501953125,14400.0
2004-11-11,5954.31005859375,-0.9964,0.164,0.745,0.091,5980.02978515625,5995.330078125,5943.330078125,13800.0
2004-11-12,5964.009765625,-0.9953,0.177,0.748,0.076,5985.0498046875,6001.990234375,5945.97998046875,3800.0
2004-11-16,5996.7001953125,-0.9921,0.134,0.8,0.066,5970.0400390625,6002.02978515625,5949.240234375,13800.0
2004-11-17,6016.580078125,-0.9908,0.154,0.739,0.107,6000.10986328125,6036.7001953125,5997.740234375,14800.0
2004-11-18,6025.47021484375,-0.7142,0.114,0.777,0.109,6019.85009765625,6035.22021484375,5985.56982421875,14800.0
2004-11-19,5961.7099609375,-0.8553,0.078,0.856,0.066,6030.81005859375,6044.5498046875,5953.419921875,15000.0
2004-11-22,5963.7998046875,-0.9008,0.083,0.844,0.073,5921.009765625,5979.10009765625,5877.97021484375,14000.0
2004-11-23,6009.85986328125,-0.9615,0.098,0.838,0.064,5988.27978515625,6031.58984375,5977.759765625,14600.0
2004-11-24,6035.9501953125,-0.9841,0.109,0.821,0.07,6001.4599609375,6053.18994140625,6001.4599609375,12800.0
2004-11-25,6035.02978515625,-0.939,0.094,0.844,0.062,6033.7998046875,6081.740234375,6014.97998046875,20000.0
2004-11-29,6157.77001953125,0.6182,0.101,0.79,0.109,6033.419921875,6166.72021484375,6029.81982421875,23000.0
2004-11-30,6234.2900390625,0.8423,0.084,0.819,0.097,6195.02001953125,6248.43017578125,6194.60986328125,18800.0
2004-12-01,6227.830078125,-0.7717,0.089,0.851,0.06,6259.27978515625,6272.68017578125,6176.08984375,26600.0
2004-12-02,6328.43017578125,0.4997,0.075,0.838,0.087,6275.41015625,6335.14013671875,6275.41015625,26200.0
2004-12-03,6322.759765625,-0.9806,0.107,0.832,0.061,6348.31982421875,6361.52978515625,6304.22021484375,20600.0
2004-12-06,6322.5,-0.8824,0.092,0.827,0.081,6351.0400390625,6386.2900390625,6312.1298828125,18800.0
2004-12-07,6316.27978515625,-0.8848,0.077,0.861,0.061,6324.06982421875,6354.259765625,6287.4599609375,17800.0
2004-12-08,6261.52001953125,-0.9629,0.141,0.749,0.11,6333.0400390625,6359.2001953125,6250.240234375,26000.0
2004-12-09,6304.27001953125,-0.9656,0.117,0.812,0.071,6259.5,6319.009765625,6241.27001953125,19400.0
2004-12-10,6233.5400390625,-0.4308,0.102,0.782,0.116,6328.10009765625,6336.89990234375,6221.39990234375,17600.0
2004-12-13,6268.72021484375,-0.9308,0.121,0.777,0.103,6231.47021484375,6274.240234375,6220.580078125,14600.0
2004-12-14,6325.52978515625,-0.9956,0.149,0.799,0.052,6280.56005859375,6331.56982421875,6280.490234375,14000.0
2004-12-15,6402.2900390625,-0.9908,0.144,0.755,0.101,6334.27001953125,6423.27001953125,6334.27001953125,22400.0
2004-12-16,6420.3798828125,-0.9753,0.13,0.77,0.101,6401.18994140625,6437.0,6373.5498046875,18600.0
2004-12-17,6346.47998046875,-0.9974,0.159,0.77,0.072,6420.89990234375,6436.080078125,6329.7099609375,16800.0
2004-12-20,6403.0,-0.9979,0.16,0.786,0.054,6360.10986328125,6409.52001953125,6345.8701171875,16800.0
2004-12-21,6451.2998046875,-0.9922,0.153,0.75,0.097,6429.25,6461.64013671875,6400.56005859375,14600.0
2004-12-22,6413.66015625,-0.9398,0.124,0.766,0.11,6465.509765625,6480.2001953125,6396.43017578125,16200.0
2004-12-23,6441.85009765625,-0.9878,0.113,0.818,0.069,6410.2998046875,6455.68994140625,6409.2900390625,12000.0
2004-12-24,6498.06005859375,0.8749,0.116,0.755,0.128,6485.259765625,6507.93994140625,6463.85009765625,14600.0
2004-12-27,6513.02978515625,-0.9953,0.152,0.75,0.098,6484.83984375,6566.64013671875,6469.9599609375,16200.0
2004-12-28,6563.47998046875,-0.9902,0.164,0.71,0.126,6517.89990234375,6568.56982421875,6517.89990234375,14600.0
2004-12-29,6567.93994140625,0.2783,0.091,0.826,0.083,6594.39013671875,6617.14990234375,6552.06005859375,12400.0
2004-12-30,6522.5400390625,-0.9944,0.146,0.768,0.086,6583.740234375,6608.2998046875,6507.2998046875,13200.0
2004-12-31,6602.68994140625,-0.9832,0.13,0.78,0.09,6541.3798828125,6609.77978515625,6541.3798828125,12200.0
2005-01-03,6679.2001953125,-0.9731,0.114,0.802,0.084,6626.490234375,6684.22021484375,6626.490234375,12000.0
2005-01-04,6651.009765625,-0.8284,0.064,0.878,0.059,6683.56005859375,6696.31005859375,6640.89990234375,16600.0
2005-01-05,6458.83984375,-0.9757,0.11,0.805,0.085,6628.89013671875,6629.97998046875,6337.60986328125,24000.0
2005-01-06,6367.39013671875,0.9417,0.073,0.825,0.102,6447.27001953125,6481.22998046875,6325.35986328125,22200.0
2005-01-07,6420.4599609375,-0.9721,0.093,0.83,0.077,6374.18994140625,6440.169921875,6348.75,17800.0
2005-01-10,6308.5400390625,0.9673,0.067,0.823,0.11,6440.330078125,6469.08984375,6286.85009765625,13200.0
2005-01-11,6222.8701171875,-0.9771,0.119,0.778,0.102,6317.39013671875,6329.89013671875,6208.81982421875,16200.0
2005-01-12,6102.740234375,-0.9548,0.107,0.805,0.088,6250.35009765625,6263.7099609375,6070.330078125,20800.0
2005-01-13,6221.06005859375,-0.5013,0.098,0.8,0.101,6138.0498046875,6242.9501953125,6138.0498046875,20200.0
2005-01-14,6173.81982421875,0.781,0.054,0.882,0.064,6232.419921875,6249.39013671875,6144.080078125,18200.0
2005-01-17,6194.06982421875,-0.9922,0.126,0.8,0.075,6202.740234375,6232.97021484375,6087.5498046875,19000.0
2005-01-18,6192.35009765625,-0.999,0.174,0.766,0.06,6221.27978515625,6267.60986328125,6173.08984375,21800.0
2005-01-19,6173.31982421875,-0.7498,0.083,0.844,0.073,6211.27978515625,6230.6201171875,6160.66015625,16600.0
2005-01-20,6183.240234375,-0.9655,0.099,0.824,0.077,6170.330078125,6197.2099609375,6091.080078125,26600.0
2005-01-24,6106.43017578125,0.873,0.073,0.849,0.078,6201.60009765625,6215.77978515625,6089.52001953125,18000.0
2005-01-25,6162.97998046875,-0.9849,0.099,0.841,0.061,6093.66015625,6174.0,6069.330078125,21400.0
2005-01-27,6239.43017578125,0.8729,0.113,0.76,0.127,6188.3798828125,6252.240234375,6188.3798828125,22200.0
2005-01-28,6419.08984375,-0.9376,0.102,0.809,0.089,6245.259765625,6430.72021484375,6245.259765625,23600.0
2005-01-31,6555.93994140625,-0.9805,0.114,0.812,0.074,6463.52001953125,6565.0,6455.5498046875,22000.0
2005-02-01,6552.47021484375,-0.9946,0.135,0.787,0.078,6565.2099609375,6586.25,6508.990234375,28400.0
2005-02-02,6530.06005859375,-0.6823,0.083,0.838,0.08,6560.6201171875,6600.02001953125,6510.419921875,88400.0
2005-02-03,6619.97021484375,-0.9898,0.086,0.867,0.048,6550.75,6630.68017578125,6550.75,14400.0
2005-02-04,6618.22998046875,-0.4945,0.085,0.826,0.09,6635.85009765625,6684.16015625,6571.509765625,16800.0
2005-02-07,6535.169921875,-0.8525,0.113,0.784,0.103,6652.330078125,6658.330078125,6514.85986328125,12400.0
2005-02-08,6544.77001953125,-0.9756,0.119,0.806,0.075,6528.81005859375,6573.93017578125,6508.330078125,12600.0
2005-02-09,6593.52978515625,-0.949,0.079,0.863,0.058,6556.52978515625,6613.5400390625,6553.39990234375,13000.0
2005-02-10,6577.830078125,0.6669,0.098,0.792,0.11,6600.85009765625,6608.9599609375,6533.97021484375,12600.0
2005-02-11,6633.759765625,-0.9413,0.099,0.822,0.079,6594.31982421875,6640.10986328125,6594.31982421875,15200.0
2005-02-14,6679.330078125,0.9524,0.086,0.805,0.11,6673.39013671875,6719.169921875,6659.64013671875,13600.0
2005-02-15,6670.06005859375,-0.9309,0.1,0.815,0.085,6694.7900390625,6694.7900390625,6640.43017578125,20800.0
2005-02-16,6607.77978515625,-0.9419,0.069,0.882,0.048,6673.7099609375,6714.1298828125,6581.52978515625,14800.0
2005-02-17,6589.2900390625,-0.842,0.078,0.849,0.072,6598.77001953125,6599.47998046875,6533.1298828125,14400.0
2005-02-18,6584.31982421875,-0.8493,0.085,0.843,0.072,6595.18994140625,6642.77001953125,6564.5498046875,14400.0
2005-02-21,6534.68017578125,-0.9613,0.099,0.834,0.067,6585.8798828125,6602.52978515625,6521.06982421875,11800.0
2005-02-22,6589.41015625,0.9083,0.059,0.856,0.085,6531.580078125,6603.14013671875,6515.72998046875,11000.0
2005-02-23,6582.5,-0.9874,0.133,0.776,0.091,6593.85009765625,6607.77978515625,6565.419921875,12200.0
2005-02-24,6574.2099609375,-0.9932,0.116,0.798,0.085,6616.3701171875,6621.68017578125,6565.81005859375,26800.0
2005-02-25,6569.72021484375,0.972,0.073,0.821,0.106,6588.2900390625,6622.6201171875,6543.91015625,14400.0
2005-02-28,6713.85986328125,0.9959,0.07,0.799,0.131,6584.33984375,6720.93994140625,6545.93994140625,23200.0
2005-03-01,6651.080078125,0.9727,0.094,0.792,0.115,6725.919921875,6725.919921875,6628.22021484375,16800.0
2005-03-02,6686.89013671875,-0.9873,0.115,0.815,0.07,6658.93994140625,6708.77978515625,6647.10986328125,26000.0
2005-03-03,6784.72021484375,0.9884,0.071,0.817,0.111,6700.7900390625,6793.240234375,6691.18017578125,18200.0
